统计时段,车辆ID,仿真时间(s),已行驶时间(s),车辆类型,车长(m), 期望速度(km/h),当前速度(km/h),当前加速度(m/s2),跟车距离(m),跟车时距(s)
1,600002,265,114,社会大巴/公交车,11.76,25.00,24.30,0.01,497.06,147.27
4,600007,1040,139,社会大巴/公交车,11.95,25.00,24.49,0.01,497.01,146.10
5,600010,1388,37,社会大巴/公交车,12.02,25.00,25.00,0.01,497.00,143.13
7,600014,1988,37,社会大巴/公交车,11.50,25.00,25.00,0.01,497.12,143.17
8,600015,2138,37,社会大巴/公交车,11.72,25.00,25.00,0.01,497.07,143.16
