排队计数器ID,排队计数器名,道路ID,道路类型,车道ID,车道连接下游车道ID
1,1,15,路段,32
2,2,24,路段,52
3,3,24,路段,51
4,4,24,路段,50
5,5,24,路段,49
6,6,32,路段,65
7,7,32,路段,64
8,8,34,路段,72
9,9,34,路段,71
10,10,34,路段,70
11,11,42,路段,93
12,12,42,路段,92
13,13,42,路段,91
14,14,47,路段,100
15,15,47,路段,99
16,16,47,路段,98
17,17,3,路段,9
18,18,3,路段,8
19,19,4,路段,13
20,20,4,路段,12
21,21,4,路段,11
